name,smiles,solution,status
caftaric acid,C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O,"score=None route=[['O=C(O)/C=C/c1ccc(O)cc1>>C1=CC(=C(C=C1/C=C/C(=O)O[C@H]([C@H](C(=O)O)O)C(=O)O)O)O']] template=[['O=C(O)/C=C/c1ccc(O)cc1>>O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O']] success=[True] depth=[1] counts=[1] reaction_solutions=[ReactionSolution(score=0.9085331778754787, reactants=[Molecule(representation=Smiles(representation='O=C(O)/C=C/c1ccc(O)cc1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3450>), smiles='O=C(O)/C=C/c1ccc(O)cc1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3450>)], products=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3370>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3370>)], reaction=Reaction(representation='O=C(O)/C=C/c1ccc(O)cc1>>O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', reactants=[Molecule(representation=Smiles(representation='O=C(O)/C=C/c1ccc(O)cc1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a35a0>), smiles='O=C(O)/C=C/c1ccc(O)cc1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a35a0>)], products=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3610>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4a3610>)], ec_numbers=None, reaction=ReactionSmarts(representation='O=C(O)/C=C/c1ccc(O)cc1>>O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](C(=O)O)[C@@H](O)C(=O)O', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ac4a34c0>), score=None), ec_numbers=None, enzymes_scores={})]",success
procyanidin B2,C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,"score=None route=[['O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O>>O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', 'O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O>>Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', 'Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', 'Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2>>C1[C@H]([C@H](OC2=C1C(=CC(=C2[C@@H]3[C@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O']] template=[['O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O>>O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', 'O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O>>Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', 'Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', 'Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2']] success=[True] depth=[4] counts=[5] reaction_solutions=[ReactionSolution(score=0.9004879071648182, reactants=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953530>), smiles='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953530>)], products=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9534c0>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9534c0>)], reaction=Reaction(representation='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O>>O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', reactants=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953610>), smiles='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953610>)], products=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953680>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae953680>)], ec_numbers=None, reaction=ReactionSmarts(representation='O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O>>O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ae9535a0>), score=None), ec_numbers=None, enzymes_scores={}), ReactionSolution(score=0.9007762276892812, reactants=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951700>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951700>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951690>), smiles='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951690>)], reaction=Reaction(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O>>Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', reactants=[Molecule(representation=Smiles(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9517e0>), smiles='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9517e0>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951850>), smiles='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae951850>)], ec_numbers=None, reaction=ReactionSmarts(representation='O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O)cc1O>>Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ae951770>), score=None), ec_numbers=None, enzymes_scores={}), ReactionSolution(score=0.9030978122271734, reactants=[Molecule(representation=Smiles(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae950510>), smiles='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae950510>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9504a0>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9504a0>)], reaction=Reaction(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', reactants=[Molecule(representation=Smiles(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9505f0>), smiles='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae9505f0>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae950660>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ae950660>)], ec_numbers=None, reaction=ReactionSmarts(representation='Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ae950580>), score=None), ec_numbers=None, enzymes_scores={}), ReactionSolution(score=0.8994521241060648, reactants=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488510>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488510>), Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488580>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488580>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4884a0>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4884a0>)], reaction=Reaction(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', reactants=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488660>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488660>), Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4886d0>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac4886d0>)], products=[Molecule(representation=Smiles(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488740>), smiles='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac488740>)], ec_numbers=None, reaction=ReactionSmarts(representation='Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2.Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2>>Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ac4885f0>), score=None), ec_numbers=None, enzymes_scores={})]",success
peonidin 3-(6''-acetylglucoside),CC(=O)OCC1[C@H](C(C([C@@H](O1)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)OC)O)O)O)O)O,"score=None route=[['CC(=O)C(=O)O>>CC(=O)O', 'CC(=O)O>>CC(=O)OCC1[C@H](C(C([C@@H](O1)OC2=CC3=C(C=C(C=C3[O+]=C2C4=CC(=C(C=C4)O)OC)O)O)O)O)O']] template=[['CC(=O)C(=O)O>>CC(=O)O', 'CC(=O)O>>COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O']] success=[True] depth=[2] counts=[7] reaction_solutions=[ReactionSolution(score=0.8946647657437038, reactants=[Molecule(representation=Smiles(representation='CC(=O)C(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e67a0>), smiles='CC(=O)C(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e67a0>)], products=[Molecule(representation=Smiles(representation='CC(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e6730>), smiles='CC(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e6730>)], reaction=Reaction(representation='CC(=O)C(=O)O>>CC(=O)O', reactants=[Molecule(representation=Smiles(representation='CC(=O)C(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e6880>), smiles='CC(=O)C(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e6880>)], products=[Molecule(representation=Smiles(representation='CC(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e68f0>), smiles='CC(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e68f0>)], ec_numbers=None, reaction=ReactionSmarts(representation='CC(=O)C(=O)O>>CC(=O)O', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ac2e6810>), score=None), ec_numbers=None, enzymes_scores={}), ReactionSolution(score=0.9488775400640593, reactants=[Molecule(representation=Smiles(representation='CC(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e54d0>), smiles='CC(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e54d0>)], products=[Molecule(representation=Smiles(representation='COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e5460>), smiles='COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e5460>)], reaction=Reaction(representation='CC(=O)O>>COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', reactants=[Molecule(representation=Smiles(representation='CC(=O)O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e55b0>), smiles='CC(=O)O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e55b0>)], products=[Molecule(representation=Smiles(representation='COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e5620>), smiles='COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', substrate=None, cofactor=None, mol=<rdkit.Chem.rdchem.Mol object at 0x7f50ac2e5620>)], ec_numbers=None, reaction=ReactionSmarts(representation='CC(=O)O>>COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2OC(COC(C)=O)[C@@H](O)C(O)C2O)ccc1O', reaction=<rdkit.Chem.rdChemReactions.ChemicalReaction object at 0x7f50ac2e5540>), score=None), ec_numbers=None, enzymes_scores={})]",success
